ID;Categories;Name;Categories;Challenge;1. NO POVERTY;2. ZERO HUNGER;3. GOOD HEALTH & WELL-BEING;4. QUALITY EDUCATION;5. GENDER EQUALITY;6. CLEAN WATER & SANITATION;7. AFFORDABLE & CLEAN ENERGY;8. DECENT WORK & ECONOMIC GROWTH;9. INDUSTRY, INNOVATION & INFRASTRUCTURE;10. REDUCED INEQUALITIES;11. SUSTAINABLE CITIES & COMMUNITIES;12. RESPONSIBLE CONSUMPTION & PRODUCTION;13. CLIMATE ACTION;14. LIFE BELOW WATER;15. LIFE ON LAND;16. PEACE, JUSTICE & STRONG INSTITUTIONS;17. PARTNERSHIPS FOR THE GOALS;1. INFANT AID;2. IMPAIRMENT DEVICES (SIGHT & SOUND);3. DISEASES AID & AWARNESS;4. PROSTHETICS; 5.FOOD SUSTAINABILITY; 6. PERSONAL MOBILITY/AID;7.DISEASES TREATMENT;8. CONSCIENTIUS CONSUMPTION/BEHAVIER;9. SAFETY;10.RECLAIMING THE CITY;11. SELF-SUSTAINING RESOURCES;12. DIGITAL SOCIETY;13. MOBILITY & ALTERNATIV TRANSPORTATION;14. ALTERNATIV ENERGY;15. LIGHT;16.WATER SAVING;17. DISPLACEMENT;18. SAFE WATER;19. FINANSIEL EMPOWERMENT;20. DECENTRALIZATION OF HEALTHCARE (Remote doctors);21. EMPOWER PEOPLE LOCAL;22. PROTECTION FOR WORKERS;23. HEAVY LIFTING/WORK AIDS FOR WORKERS;24. 3 D PRINT;25. SHARING ECONOMY (KNOWLEDGE AND SKILLS);26. PLAY AS PREVENTION OF DISEASE;27. PHYSICAL ENVIRONMENT FOR LEARNING ;28. PURPOSEFUL GAMING;29. Closing the digital divide;30. ALTERNATIVE LEARNING / INFORMATION;31. APPLIED DESIGN THINKING;32. EMPOWERING GIRLS & WOMEN;33. FLEXIBLE LIVING;34. MATERIALS;35. INTERNET OF THINGS;36. SANITATION;37. AFFORDABLE HOUSING;38. PERSONAL EMPOWERMENT;39. BIOMIMICRY;40. CLIMATE ADAPTATION;41. WEARABLES;42. CRISIS RESPONS;43. WASTE MANAGEMENT;44. CIVIL PROMOTION
106;2005;trioBike;COMMUNITY;Transportation;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;2005;Turbo Stove;HOME;Safety;;;3;;;;7;;;;;;;;;;;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;2005;Unplugged – Mobilizing Power;COMMUNITY;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;2005;Vivid-i;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;2005;WIKI Software: Beyond Blogs;COMMUNITY;Communication;;;;4;;;;;;;;;;;;16;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;30;;;;;;;;;;;;;;
111;2005;Wovin Wall System;HOME;Sustainable living;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;2005;Xtreme West;PLAY_LEARNING;Leisure;;;3;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;
113;2005;Zip-Shelter;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2007;6LOCKERS;HOME;Housing;;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;2007;A BRIDGE 2 FAR;COMMUNITY;Infrastructure;;;;;;;;;9;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;40;;;;
116;2007;AIRWASH;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;;;;11;;;14;;16;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
117;2007;ANYBODY MODELLING SYSTEM;WORK;Digitalization;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2007;AQUARIUS Keyboard;WORK;Digitalization;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;;;;;;;;;38;;;;;;
119;2007;BASF HEAT Concepts;HOME;Safety;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;2007;BCK SOLAR COOKER;HOME;Sustainable living;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2007;BLACKENED CIGARETTES;BODY;Health;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;2007;BLUETOOTH HANDS FREE CAR KIT;COMMUNITY;Safety;;;;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;2007;C-CAP;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;2007;CAROMA;HOME;Sanitation;;;;;;6;;;;;;12;;;;;;;;;;;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;36;;;;;;;;
125;2007;CASSETTE 3IN1;WORK;Working conditions;;;3;;;;;8;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
126;2007;CATERPILLAR SCOOP;COMMUNITY;Transportation;;;3;;;;;;;10;;;;;;;;;;;;;6;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;2007;CHANGING LIVES;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;31;;;;;;;;;;;;;
128;2007;CITY CAB;COMMUNITY;Transportation;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;2007;COLLECTION NÈOVI;BODY;Sustainable living;;;;;;;;;;10;;;;;;;;;;;;;6;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;2007;CONCRETE CANVAS SHELTER;HOME;Housing;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;2007;CONGO RIVER MALARIA HEALTHCARE SYSTEM (USA);BODY;Safety;;;3;4;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;30;31;;;;;;;;;;;;;
132;2007;COVER;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;2007;DAILY DUMP;HOME;Sustainable living;;;;;;;;;;;;12;;;15;;;;;;;;;;8;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;2007;DIABET-COOL;BODY;Health;;;3;;;;;;;;;;;;;;;;;3;;;;7;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
135;2007;DONGTAN ECO-CITY;COMMUNITY;Enviroment;;;;;;;;8;;;11;;13;;15;;;;;;;5;;;;;10;;;;14;;16;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
136;2007;DROPPING KNOWLEDGE;COMMUNITY;Communication;;;;4;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
137;2007;ECOLOGICAL FOOTPRINT;COMMUNITY;Climate;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
138;2007;EMPTICON;WORK;Working conditions;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;
139;2007;ESCAPE FROM DIAB;PLAY_LEARNING;Education;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;28;;;31;;;;;;;;;;;;;
140;2007;FREE GO;HOME;Sustainable living;;;;;;;7;;;;;12;;;;;;;2;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
141;2007;FREEDOM OF CREATION;WORK;Digitalization;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;2007;GRUNDFOS NONOX DOSING SYSTEM;COMMUNITY;Enviroment;;;;;;;;;9;;11;12;;;15;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;2007;GUBI CHAIR II COLLECTION;HOME;Housing;;;;;;;;;;;;12;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;2007;HALLEY VI;HOME;Sustainable living;;;;;;;;;;;;;13;;15;;;;;;;;;;8;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;2007;HEALING;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;
146;2007;HYDRO WALL;HOME;Sustainable living;;2;;;;;;;;;;;;;15;;;;;;;;;;;;;11;;;;;16;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
147;2007;HYPO HOIST;BODY;Safety;;;;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
148;2007;I FLASHER;COMMUNITY;Safety;;;;;;;;;;;11;;;;;;;;;;;;;;;9;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;2007;IMPRINT;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;2007;IMPROVED HELMET TECHNOLOGY (IHT);BODY;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;2007;INKWELL SPARK COMPUTING DEVICE;PLAY_LEARNING;Education;;;;4;;;;;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;
152;2007;INSULET OMNIPOD DIABETES MANAGEMENT;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;2007;INTERNET TERMINAL FOR AFRICA;COMMUNITY;Inequality;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;
154;2007;iUVO;BODY;Health;;;3;;;;;;9;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
155;2007;JACK;HOME;Safety;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;2007;JOYN;WORK;Working conditions;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;
157;2007;KAOSPILOTS INTERNATIONAL;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
158;2007;KEEP THE CHANGE;WORK;Money;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;
159;2007;KIKKERLAND;PLAY_LEARNING;Education;;;3;4;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;28;;30;;;;;;;;;;;;;;
160;2007;KVADRAT SOFT CELLS;WORK;Working conditions;;;;;;;;8;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;
161;2007;LEGO MINDSTORMS NXT;PLAY_LEARNING;Education;;;;4;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;28;;30;;;;;;;;;;;;;;
162;2007;MANY HELPING HANDS APPROACH;COMMUNITY;Inequality;;;3;;;;;;;10;;;;;;;;;;3;;;;7;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
163;2007;MAT ( MECHANICAL ADVANTAGE TOURNIQUET);BODY;Safety;;;3;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
164;2007;MEDICINUS;BODY;Safety;;;3;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;2007;MOBILITY FOR EACH ONE;BODY;Health;;;;;;;;;9;10;;;;;;;;;;;4;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;2007;MOUNTIT;WORK;Working conditions;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;
167;2007;MOUSE CAP;WORK;Working conditions;;;;;;;;;;10;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;2007;MUKANA;COMMUNITY;Inequality;;;3;;;;;;;10;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;
169;2007;MYGO;COMMUNITY;Inequality;;;3;;;;;;;10;;;;;;;;;2;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;2007;NEPTUNIC C SUIT;WORK;Working conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
171;2007;OLPC XO;COMMUNITY;Inequality;;;;4;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;30;;;;;;;;;;;;;;
172;2007;OPTALERT;COMMUNITY;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;2007;ORDRUP SCHOOL;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;30;;;;;;;;;;;;;;
174;2007;OTICON DELTA;BODY;Health;;;3;;;;;;9;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;2007;PACKAGING AND IDENTITY FOR PANGEA ORGANICS;COMMUNITY;Enviroment;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;2007;PERSONAL ALARM TRANSMITTER;BODY;Safety;;;3;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;2007;PLAY.orchestra;PLAY_LEARNING;Leisure;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;26;27;;;;;;;;;;;;;;;;;
178;2007;POLICY DESIGN BY CITIZENS;COMMUNITY;Goverment;;;;;;;;;;10;;;;;;16;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;31;;;;;;;;;;;;;
179;2007;POWERPLANTS AND POWERSEEDS;COMMUNITY;Energy;;;;;;;7;;;;11;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;2007;PROGRESSIVE SHELTER SYSTEM;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;2007;PUMA BIKE;COMMUNITY;Transportation;;;;;;;;;;;11;;13;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;2007;RAMPSNAKE;WORK;Working conditions;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;
183;2007;RAVELIN 3;WORK;Working conditions;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
184;2007;RESI;WORK;Working conditions;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
185;2007;SAFER PARAFFIN DISTRIBUTION SYSTEM;HOME;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;2007;SAHEL;COMMUNITY;Inequality;;2;;;;;;8;;;;;;;15;;;;;;;;;;8;;;11;;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
187;2007;SAM (Sound Activity Meter);BODY;Health;;;3;;;;;;9;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;2007;SECOND LIFE;PLAY_LEARNING;Education;;;;4;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;28;;30;;;;;;;;;;;;;;
189;2007;SEPERATE;COMMUNITY;Enviroment;;;;4;;;;;;;;12;13;;;;;;;;;;;;8;;10;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;43;
190;2007;SHARER;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
191;2007;SHELTER ORIGAMI;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;2007;SMARTUS;PLAY_LEARNING;Leisure;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;26;27;;;30;;;;;;;;;;;;;;
193;2007;SOLAR BOTTLE;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
194;2007;SOLAR STREET CONCEPT;COMMUNITY;Energy;;;;;;;7;;;;11;;13;;;;;;;;;;;;;;;;;;14;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;2007;SOLARSCAN;BODY;Health;;;3;;;;;;9;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;2007;SPACESAFE;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;2007;SPACESAVER;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;2007;STENOP;BODY;Health;;;;;;;;;9;10;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
199;2007;STERILE DISPOSABLE WASH BASIN;WORK;Working conditions;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
200;2007;STICKSAFE;WORK;Working conditions;;;;;;;;8;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;22;23;;;;;;;;;;;;;;;;;;;;;
201;2007;STREET CAR;COMMUNITY;Transportation;;;;;;;;;;;11;;13;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
202;2007;SUSTAINABLE PRODUCTS;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;2007;SUTWELL;BODY;Health;;;3;;;;;;9;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;2007;SYNC-Q TEAMPLAYGROUND;PLAY_LEARNING;Leisure;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;30;31;;;;;;;;;;;;;
205;2007;TESLA ROADSTER;PLAY_LEARNING;Leisure;;;;;;;;;;;11;;13;;;;;;;;;;;;8;;;;12;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;2007;TOGINON KNIVES;HOME;Sustainable living;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;2007;TONGUE SUCKER;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;2007;TRACKLESS;COMMUNITY;Enviroment;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;2007;TYPE 1 TOOLS;PLAY_LEARNING;Education;;;3;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;30;31;;;;;;;;;;;;;
210;2007;UNICEFFRIEND;COMMUNITY;Communication;;;;4;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
211;2007;UNIFORM JACKET FOR THE DANISH POLICE;WORK;Working conditions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;2007;UTURN;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
213;2007;VISUAL COMMUNICATION;COMMUNITY;Communication;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
214;2007;WHIRLWIND ROUGHRIDER;COMMUNITY;Transportation;;;3;;;;;;;10;;;;;;;;;;;;;6;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;2007;WING;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;2007;WIRELESS LED LAMP;HOME;Energy;;;3;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;2007;YELLOWONE NEEDLE CAP;BODY;Health;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;2009;¡GuateAmala!;COMMUNITY;Goverment;;;;;;;;8;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;21;;;;;;;;;;31;;;;;;;;;;;;;
219;2009;(RED)WIRE;COMMUNITY;Communication;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
220;2009;3B CART IN THE RAMPMATE SYSTEM;COMMUNITY;Infrastructure;;;;;;;;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;23;;;;;;;;;;;;;;;;;;;;;
221;2009;6.40mm;COMMUNITY;Enviroment;;;;;;;;;;;;;;;15;;;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;2009;ALLUVIAL SPONGE COMB;COMMUNITY;Safety;;;;;;;;;;;11;;13;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;
223;2009;ALZHEIMER100;BODY;Health;;;3;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
224;2009;ARIVI PARAFFIN STOVE;HOME;Sustainable living;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;2009;BAMBULANCE PROJECT;COMMUNITY;Transportation;;;3;;;;;;;10;;;;;;;;;;;;;;;;;;;;13;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
226;2009;BETTER PLACE;COMMUNITY;Infrastructure;;;;;;;7;;;;11;;13;;;;;;;;;;;;8;;;;;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;2009;CABBAGE CHAIR;HOME;Sustainable living;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;2009;CHILDBIRTH ASSISTANCE OUTSIDE HOSPITALS;BODY;Health;;;3;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
229;2009;CHULHA;HOME;Sustainable living;;;3;;;;;8;;;;;;;;;;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;2009;CITY INVADER;PLAY_LEARNING;Leisure;;;;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;2009;CREATIVE PITCH;PLAY_LEARNING;Education;;;;;;;;;;;;12;13;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;2009;DESIGN INDABA 10×10 LOW COST HOUSING PROJECT;HOME;Housing;;;;;;;;8;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;37;;;;;;;
